car,task,submit_time,deadline_time,response_time,processing_time,service_response_time,uplink_time,downlink_time,sinr_ul,sinr_dl,cqi_ul,cqi_dl,distance,request_queue_size,harq_error_rate_ul,harq_tx_attempts_ul,rlc_packet_loss_ul,rlc_throughput_ul,task_success
3,25,92.059,92.40899999999999,0.214,0.000437054615,0.003973963522,0.19900311245,0.010585869413,19.899974528262,28.437226217961,11.0,13.0,389.8002444473,,0.0,1.0,0.0,17193.885533006,1.0
3,26,95.194,95.544,0.135,0.0004369932,0.007321473608,0.1230031125,0.004238420692,25.300896020871,36.123021842113,12.0,15.0,399.79114507965,,0.0,1.0,0.0,639.50116618688,1.0
3,27,98.378,98.728,0.184,0.0004464191075,0.00383657507,0.17500311255,0.004713893272,18.045824864466,39.542975321828,10.0,15.0,396.974753852,,0.0,1.0,0.0,1237.5646799297,1.0
6,0,14.364,14.714,0.17,7.934256e-05,0.000824459811,0.16500430855,0.004091889079,26.578633670643,38.681819486,13.0,14.0,317.08961871722,,0.0,1.0,0.0,4239.0835016366,1.0
6,1,17.587,17.937,0.223,7.22127675e-05,0.003095840356,0.21500430855,0.004827638326,17.084618752426,40.520612402975,9.0,15.0,322.63999072366,,0.0,1.0,0.0,6925.194834746,1.0
6,2,20.742,21.092000000000002,0.155,9.278745e-05,0.008418790885,0.1420043086,0.004484113065,25.364002152025,47.407100047634,13.0,15.0,332.24461188257,,0.0,1.0,0.0,8809.2527377105,1.0
6,3,23.901,24.251,0.159,0.0001198153375,0.000605093796,0.15400430865,0.004270782216,26.694028208676,37.236061850041,13.0,14.0,345.45287129591,,0.0,1.0,0.0,10188.985604285,1.0
6,4,27.073,27.423000000000002,0.172,0.0001271902875,0.000389575081,0.16700539265,0.004477841981,24.401659192827,31.996401059889,12.0,14.0,361.23722979129,,0.0,1.0,0.0,11243.719521206,1.0
6,5,30.24,30.59,0.167,0.000147603405,0.000244285023,0.1620043087,0.004603802872,23.528004285675,34.441232521116,12.0,14.0,350.51075000326,,0.0,1.0,0.0,12079.179758558,1.0
6,6,33.385,33.735,0.145,0.00016607465,0.001367878241,0.13900430875,0.004461738359,28.011193033812,40.241839186784,14.0,15.0,338.63201334827,,0.0,1.0,0.0,12765.001947332,1.0
6,7,36.658,37.008,0.273,0.000166192845,0.017989245648,0.25000430875,0.004840252757,19.087506839494,41.823729562733,10.0,15.0,322.72712776507,,0.0,1.0,0.0,13291.988535553,1.0
6,8,39.773,40.123000000000005,0.115,0.00020517922,0.009569845866,0.1010043088,0.004220666114,32.536518075408,49.171099226162,14.0,15.0,286.22433661032,,0.0,1.0,0.0,13778.540707764,1.0
6,9,43.011,43.361000000000004,0.238,0.00020105094,0.001234518633,0.2320043088,0.004560121627,19.88727470572,47.674794878579,11.0,15.0,246.61339766623,,0.0,1.0,0.0,14153.935588885,1.0
6,10,46.133,46.483000000000004,0.122,0.000239587335,0.001209719491,0.11600430885,0.004546384324,33.168074141812,45.090859847474,14.0,15.0,209.49034972047,,0.0,1.0,0.0,14515.554881089,1.0
6,11,49.245,49.595,0.112,0.000258141525,0.000185628329,0.1070043089,0.004551921246,36.356801149743,63.025243350073,15.0,15.0,174.3984841615,,0.0,1.0,0.0,14834.037367994,1.0
